hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
7.277184292726389,13,3,4,4.0,1.0,2.0,27,Travel_Frequently,Research & Development,16,4,Medical,1,2547,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3
7.011537260151667,7,2,3,2.0,2.0,4.0,38,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3803,Female,1,Manufacturing Director,Single,27780,2.0,Y,13,8,0,8.0,5,3,1,2
6.9729953145916665,18,3,3,2.0,4.0,3.0,33,Travel_Rarely,Research & Development,2,2,Technical Degree,1,1925,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2
6.993895582329166,8,2,3,1.0,3.0,,25,Travel_Rarely,Research & Development,7,4,Life Sciences,1,736,Male,1,Sales Executive,Married,22160,2.0,Y,13,8,3,6.0,2,3,1,2
8.22650602409611,11,3,3,3.0,4.0,3.0,29,Travel_Frequently,Sales,3,2,Marketing,1,3690,Female,2,Laboratory Technician,Single,68110,0.0,Y,15,8,1,9.0,2,8,7,7
9.072401829540278,4,3,3,3.0,4.0,3.0,23,Travel_Rarely,Research & Development,12,2,Medical,1,956,Male,2,Research Scientist,Divorced,75250,1.0,Y,14,8,2,3.0,2,3,0,2
7.839794734493333,4,3,3,4.0,2.0,4.0,46,Travel_Rarely,Research & Development,10,3,Medical,1,1041,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7
7.742282463185833,13,3,3,1.0,4.0,4.0,35,Travel_Frequently,Research & Development,13,3,Life Sciences,1,2428,Male,3,Sales Executive,Single,20420,0.0,Y,16,8,0,6.0,2,5,1,4
7.970253235162778,5,2,3,1.0,2.0,3.0,21,Travel_Frequently,Research & Development,9,3,Medical,1,100,Female,4,Manufacturing Director,Single,178750,1.0,Y,12,8,0,3.0,5,3,1,2
6.9124386434625,20,3,3,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1535,Male,2,Healthcare Representative,Single,24720,7.0,Y,13,8,0,10.0,2,7,0,7
7.415803212851389,21,2,3,2.0,1.0,3.0,29,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3805,Male,1,Sales Representative,Single,24040,1.0,Y,17,8,0,10.0,3,10,1,5
7.0433400267736115,13,3,3,2.0,1.0,2.0,28,Travel_Rarely,Research & Development,23,3,Life Sciences,1,2364,Male,3,Manufacturing Director,Divorced,46010,0.0,Y,15,8,2,6.0,2,5,0,0
6.457642793395555,12,3,3,3.0,2.0,4.0,34,Travel_Frequently,Sales,14,4,Medical,1,3603,Female,3,Research Scientist,Divorced,88340,4.0,Y,13,8,1,15.0,1,11,5,10
6.362724230254167,13,3,4,3.0,2.0,3.0,49,Travel_Frequently,Sales,1,4,Life Sciences,1,1214,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7
7.420375948237222,18,3,3,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,16,3,Medical,1,1067,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6
6.171205934850278,17,3,3,1.0,1.0,4.0,56,Travel_Rarely,Research & Development,10,4,Other,1,766,Male,2,Sales Representative,Married,42580,2.0,Y,16,8,0,5.0,2,3,1,0
6.076227130745,13,2,3,4.0,3.0,3.0,24,Travel_Rarely,Sales,6,2,Medical,1,3905,Female,2,Manager,Married,20070,1.0,Y,12,8,0,1.0,2,1,0,0
7.3337672913875,12,2,3,1.0,3.0,3.0,26,Travel_Frequently,Research & Development,3,3,Medical,1,1982,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3
6.218198348951111,16,3,3,3.0,1.0,2.0,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1990,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0
7.165988398036389,20,4,3,3.0,3.0,2.0,29,Travel_Rarely,Research & Development,23,4,Life Sciences,1,2317,Female,2,Healthcare Representative,Married,45370,6.0,Y,18,8,1,5.0,5,1,0,0
10.881625390450555,3,3,3,1.0,4.0,3.0,37,Non-Travel,Research & Development,1,3,Medical,1,18,Male,2,Sales Executive,Divorced,41270,2.0,Y,13,8,1,15.0,2,5,0,2
9.855880187416112,13,2,3,4.0,3.0,3.0,35,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1165,Male,2,Healthcare Representative,Married,78980,7.0,Y,15,8,0,5.0,2,2,2,2
7.655568942436389,8,4,3,2.0,3.0,3.0,41,Travel_Rarely,Sales,1,4,Life Sciences,1,3466,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8
10.589340696117779,8,2,3,4.0,4.0,4.0,25,Travel_Rarely,Human Resources,25,4,Human Resources,1,3479,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6
6.158890004462222,21,3,4,1.0,2.0,3.0,29,Travel_Rarely,Research & Development,18,3,Life Sciences,1,2948,Male,2,Sales Executive,Married,31430,2.0,Y,22,8,3,10.0,2,0,0,0
6.107708612226666,16,2,3,2.0,3.0,3.0,40,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3661,Male,2,Sales Executive,Divorced,45770,5.0,Y,11,8,1,15.0,3,12,11,8
6.387646140115834,7,3,3,3.0,2.0,3.0,42,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2301,Female,1,Manufacturing Director,Married,106850,4.0,Y,11,8,3,4.0,2,1,0,0
9.910139446675556,9,2,3,3.0,3.0,4.0,41,Travel_Rarely,Research & Development,1,1,Technical Degree,1,2508,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5
7.318124721106389,6,3,3,2.0,4.0,3.0,36,Travel_Frequently,Research & Development,1,3,Life Sciences,1,4360,Female,2,Laboratory Technician,Single,23050,1.0,Y,17,8,0,8.0,3,8,1,7
6.994711066488056,10,3,4,3.0,4.0,3.0,30,Travel_Rarely,Sales,25,3,Marketing,1,1623,Male,1,Sales Executive,Single,24060,2.0,Y,20,8,1,11.0,5,5,0,2
7.469937527889167,7,3,4,3.0,2.0,3.0,36,Travel_Rarely,Sales,6,3,Medical,1,1806,Female,2,Sales Executive,Married,42000,0.0,Y,22,8,0,10.0,3,9,0,5
5.561284024988611,19,3,3,3.0,2.0,3.0,34,Travel_Rarely,Sales,4,3,Marketing,1,4267,Female,2,Sales Representative,Divorced,50630,6.0,Y,12,8,1,12.0,2,1,0,0
7.5085809906291665,3,3,4,3.0,4.0,2.0,39,Travel_Rarely,Sales,5,4,Marketing,1,2987,Female,2,Human Resources,Divorced,21050,0.0,Y,20,8,0,19.0,3,18,3,7
7.781568496206944,7,2,3,4.0,3.0,2.0,34,Travel_Frequently,Sales,9,1,Technical Degree,1,2035,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2
8.656552878179166,12,2,3,2.0,4.0,3.0,33,Travel_Rarely,Sales,3,4,Medical,1,2638,Male,3,Healthcare Representative,Married,16110,0.0,Y,14,8,0,10.0,2,9,8,1
6.516905399375278,9,2,3,4.0,3.0,2.0,34,Travel_Rarely,Research & Development,19,3,Technical Degree,1,2598,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1
6.872726461401111,14,3,3,3.0,3.0,3.0,33,Travel_Rarely,Sales,13,4,Marketing,1,242,Female,2,Manufacturing Director,Divorced,45680,0.0,Y,18,8,1,6.0,2,5,1,2
6.6194667559125,10,2,3,3.0,3.0,3.0,39,Travel_Rarely,Sales,3,4,Marketing,1,1027,Female,2,Laboratory Technician,Single,26100,7.0,Y,12,8,0,9.0,2,4,2,2
9.9060051316375,11,4,3,1.0,4.0,3.0,53,Travel_Rarely,Sales,6,3,Marketing,1,1837,Male,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,5,0,4
5.504354082998611,20,3,3,4.0,1.0,3.0,46,Travel_Rarely,Research & Development,25,1,Medical,1,1422,Male,5,Research Scientist,Divorced,34330,7.0,Y,18,8,0,17.0,3,4,0,3
8.600741856313888,14,3,4,1.0,4.0,2.0,34,Non-Travel,Research & Development,7,3,Life Sciences,1,121,Male,1,Sales Representative,Single,56170,8.0,Y,25,8,1,9.0,3,5,0,4
7.3777153056669444,7,2,4,1.0,1.0,3.0,36,Travel_Rarely,Research & Development,14,3,Other,1,376,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3
5.7989480142791665,15,3,3,1.0,4.0,2.0,48,Non-Travel,Sales,2,1,Life Sciences,1,3487,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1
7.341761490405833,14,2,3,2.0,3.0,3.0,34,Non-Travel,Research & Development,7,2,Technical Degree,1,2729,Female,1,Research Scientist,Single,86200,0.0,Y,13,8,1,10.0,2,9,8,7
7.862736501561667,5,4,3,3.0,3.0,2.0,37,Travel_Rarely,Research & Development,29,4,Technical Degree,1,2371,Male,1,Laboratory Technician,Married,78800,3.0,Y,12,8,1,9.0,2,4,0,2
7.405392681838333,8,3,3,3.0,3.0,3.0,54,Travel_Rarely,Research & Development,2,4,Medical,1,174,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0
5.509510263275278,20,2,4,1.0,1.0,2.0,54,Travel_Rarely,Human Resources,9,3,Life Sciences,1,3075,Female,2,Manufacturing Director,Married,63230,4.0,Y,23,8,1,24.0,2,4,1,2
8.533591030789722,13,1,3,2.0,2.0,3.0,56,Travel_Rarely,Research & Development,15,3,Life Sciences,1,2805,Male,2,Laboratory Technician,Married,33120,9.0,Y,19,8,0,7.0,1,5,4,3
9.848253012048055,13,4,3,3.0,3.0,3.0,37,Travel_Rarely,Research & Development,2,2,Medical,1,2202,Female,1,Healthcare Representative,Married,54050,7.0,Y,15,8,0,8.0,3,6,1,3
6.9901952253455555,20,3,3,3.0,1.0,2.0,28,Travel_Frequently,Sales,1,3,Marketing,1,3751,Male,2,Laboratory Technician,Single,17060,7.0,Y,12,8,0,8.0,3,0,0,0
7.929331771530555,12,3,4,3.0,2.0,3.0,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3357,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4
5.829957608210556,8,3,3,,2.0,3.0,45,Travel_Frequently,Research & Development,19,3,Medical,1,679,Male,3,Laboratory Technician,Single,36810,3.0,Y,17,8,1,22.0,2,0,0,0
7.093365684961944,15,2,3,4.0,4.0,2.0,58,Travel_Rarely,Sales,2,2,Medical,1,1339,Female,1,Research Scientist,Married,43850,1.0,Y,13,8,1,40.0,2,40,15,6
5.9402253458275,10,3,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,10,1,Medical,1,1253,Male,1,Research Scientist,Divorced,57650,1.0,Y,14,8,1,1.0,2,1,0,0
7.847051539491111,8,3,4,3.0,4.0,3.0,38,Non-Travel,Sales,4,3,Life Sciences,1,1916,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3
5.660235385988333,22,3,3,3.0,2.0,3.0,25,Travel_Rarely,Sales,20,5,Medical,1,1154,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2
7.505383757251111,7,2,4,3.0,1.0,3.0,39,Travel_Rarely,Research & Development,18,2,Life Sciences,1,683,Male,2,Laboratory Technician,Single,28360,0.0,Y,20,8,0,6.0,3,5,0,3
9.670089245872223,15,3,3,4.0,3.0,3.0,34,Travel_Rarely,Human Resources,2,3,Human Resources,1,827,Male,2,Manufacturing Director,Married,28180,1.0,Y,13,8,1,10.0,2,10,8,6
10.429572735385833,11,3,3,3.0,4.0,1.0,57,Travel_Rarely,Research & Development,3,3,Life Sciences,1,4316,Male,2,Manufacturing Director,Divorced,20130,3.0,Y,14,8,1,12.0,5,5,1,4
6.885947121820555,7,3,3,2.0,1.0,3.0,25,Non-Travel,Research & Development,7,4,Medical,1,2950,Female,4,Laboratory Technician,Divorced,134640,1.0,Y,13,8,1,6.0,2,6,1,5
6.8104194556,10,3,3,3.0,4.0,2.0,56,Travel_Rarely,Research & Development,2,4,Medical,1,1765,Male,1,Manager,Married,20420,7.0,Y,12,8,0,30.0,6,10,1,1
6.640993975903611,17,1,3,4.0,2.0,3.0,29,Travel_Frequently,Research & Development,8,1,Medical,1,3755,Male,1,Research Scientist,Married,40370,0.0,Y,14,8,0,4.0,2,3,0,2
5.683418116911945,21,2,3,2.0,1.0,2.0,29,Travel_Rarely,Sales,9,3,Life Sciences,1,2218,Male,1,Laboratory Technician,Single,111030,1.0,Y,12,8,0,10.0,5,10,0,9
6.933509593931111,5,2,3,2.0,2.0,3.0,51,Travel_Frequently,Research & Development,20,3,Medical,1,2200,Male,2,Sales Executive,Married,148140,2.0,Y,11,8,1,14.0,2,4,3,2
5.670995091476945,13,2,3,2.0,3.0,4.0,28,Non-Travel,Sales,9,4,Medical,1,4250,Male,2,Laboratory Technician,Married,23670,1.0,Y,13,8,0,5.0,2,5,0,4
8.58350066934389,19,2,3,1.0,3.0,3.0,41,Non-Travel,Research & Development,23,3,Life Sciences,1,202,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7
6.623029897367222,14,3,3,1.0,4.0,3.0,37,Travel_Frequently,Sales,2,3,Marketing,1,4379,Female,2,Laboratory Technician,Divorced,97560,4.0,Y,19,8,0,13.0,2,9,5,8
7.6366320838911115,12,3,4,4.0,2.0,2.0,25,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3617,Male,1,Research Scientist,Single,36220,1.0,Y,25,8,0,2.0,0,2,2,1
6.426741410084722,7,3,3,2.0,1.0,1.0,35,Travel_Rarely,Research & Development,25,1,Medical,1,1123,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4
9.424116465863333,10,2,4,4.0,1.0,3.0,35,Travel_Rarely,Sales,7,4,Life Sciences,1,3474,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7
9.88458723784,15,3,3,3.0,1.0,3.0,49,Travel_Frequently,Research & Development,1,1,Medical,1,33,Female,2,Research Scientist,Single,35910,9.0,Y,13,8,0,22.0,2,3,1,2
6.921458054439722,19,3,3,4.0,1.0,1.0,27,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3237,Female,1,Laboratory Technician,Single,29560,8.0,Y,13,8,0,9.0,6,7,0,7
5.8811925479694445,13,3,3,1.0,1.0,1.0,60,Travel_Rarely,Research & Development,10,3,Life Sciences,1,3094,Female,1,Manufacturing Director,Married,22690,5.0,Y,18,8,1,33.0,4,29,11,10
7.376327532351389,16,3,3,4.0,3.0,3.0,33,Non-Travel,Sales,15,3,Other,1,3393,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0
8.316921017402779,6,3,3,4.0,1.0,3.0,42,Travel_Rarely,Research & Development,5,4,Medical,1,4406,Female,1,Research Scientist,Single,60290,3.0,Y,17,8,1,10.0,5,3,0,2
6.464262605979444,22,3,3,1.0,4.0,3.0,26,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1784,Male,1,Manufacturing Director,Divorced,28350,3.0,Y,11,8,1,5.0,2,2,2,0
9.085352521195833,13,4,4,4.0,2.0,3.0,55,Non-Travel,Research & Development,27,3,Life Sciences,1,3597,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0
8.270986166889722,4,2,4,2.0,3.0,3.0,31,Travel_Rarely,Research & Development,15,1,Medical,1,1345,Female,2,Sales Executive,Married,40660,3.0,Y,22,8,0,4.0,2,2,2,2
9.023644578313055,17,1,3,1.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,3,Medical,1,853,Female,1,Research Scientist,Divorced,25320,1.0,Y,13,8,0,1.0,2,1,0,0
6.708148148148055,6,3,3,4.0,1.0,3.0,34,Travel_Rarely,Research & Development,10,4,Life Sciences,1,2261,Female,1,Sales Representative,Single,192460,3.0,Y,15,8,1,15.0,5,13,3,12
9.01836791610861,17,3,3,4.0,4.0,3.0,28,Travel_Frequently,Research & Development,2,3,Life Sciences,1,2142,Female,2,Sales Representative,Married,21270,1.0,Y,14,8,0,2.0,3,2,2,2
5.687468763944445,14,3,3,3.0,2.0,1.0,23,Travel_Rarely,Sales,6,4,Life Sciences,1,981,Male,3,Manufacturing Director,Single,103220,1.0,Y,14,8,2,3.0,2,3,1,2
5.629717759928333,19,3,3,3.0,3.0,2.0,30,Non-Travel,Research & Development,8,3,Life Sciences,1,795,Male,1,Manufacturing Director,Divorced,21430,1.0,Y,17,8,1,1.0,2,1,0,0
6.513829763498333,14,2,3,1.0,3.0,2.0,24,Non-Travel,Research & Development,1,5,Life Sciences,1,2703,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3
5.845593485051111,22,2,3,4.0,4.0,3.0,33,Travel_Rarely,Research & Development,7,3,Medical,1,932,Male,5,Sales Executive,Divorced,109990,1.0,Y,18,8,3,6.0,3,6,0,4
7.739934181168889,5,3,4,1.0,2.0,3.0,33,Travel_Rarely,Research & Development,7,2,Life Sciences,1,809,Male,2,Research Scientist,Married,37370,8.0,Y,22,8,2,8.0,2,5,0,2
5.850547746541666,16,3,3,1.0,4.0,3.0,45,Non-Travel,Research & Development,9,2,Medical,1,4347,Female,1,Sales Executive,Married,95250,9.0,Y,19,8,0,22.0,3,20,11,8
7.509177822400556,12,3,3,4.0,4.0,3.0,27,Travel_Rarely,Sales,2,3,Life Sciences,1,4076,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7
10.859905176260556,1,2,3,4.0,3.0,2.0,31,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3668,Male,2,Sales Executive,Married,49600,1.0,Y,15,8,0,10.0,3,10,6,7
8.182728692547778,15,3,3,3.0,4.0,2.0,26,Travel_Rarely,Human Resources,9,3,Life Sciences,1,2125,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2
7.329690986166667,6,2,3,3.0,1.0,3.0,30,Travel_Rarely,Sales,20,3,Marketing,1,3548,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3
6.453641231592778,13,2,3,1.0,3.0,2.0,59,Travel_Frequently,Research & Development,10,4,Life Sciences,1,2753,Male,3,Research Scientist,Single,23080,7.0,Y,19,8,1,20.0,4,4,1,3
6.352630522088333,12,3,3,4.0,3.0,3.0,39,Travel_Rarely,Research & Development,12,5,Medical,1,3209,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10
6.190346943328611,16,3,3,4.0,4.0,2.0,36,Travel_Rarely,Research & Development,4,2,Life Sciences,1,1986,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8
5.792482150825278,21,2,3,1.0,3.0,3.0,35,Travel_Rarely,Research & Development,16,4,Medical,1,204,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3
7.095277777777778,7,4,4,4.0,2.0,3.0,32,Travel_Rarely,Research & Development,22,4,Medical,1,3784,Male,1,Sales Executive,Married,29730,3.0,Y,22,8,0,12.0,0,7,2,5
6.021955600178333,9,3,3,4.0,2.0,3.0,34,Travel_Rarely,Sales,9,3,Marketing,1,1394,Female,2,Manager,Single,53680,2.0,Y,14,8,1,9.0,2,3,1,2
6.006412315930278,8,2,3,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,8,1,Medical,1,2623,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10
7.827511155733889,20,3,3,4.0,2.0,2.0,22,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4359,Female,4,Healthcare Representative,Divorced,129360,1.0,Y,11,8,2,4.0,3,4,2,2
6.809077420794167,10,1,3,4.0,2.0,4.0,20,Travel_Rarely,Research & Development,17,4,Medical,1,1700,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0
9.02859437751,5,3,3,4.0,4.0,2.0,34,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2572,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1
8.748737170905834,5,3,3,4.0,3.0,2.0,37,Travel_Rarely,Sales,9,4,Marketing,1,3169,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0
10.323172690762778,2,3,4,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,2449,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2
7.327186523873055,19,3,3,3.0,4.0,,32,Travel_Rarely,Sales,1,3,Medical,1,274,Male,2,Sales Executive,Single,136640,3.0,Y,14,8,0,10.0,6,7,7,7
6.860788710396944,6,3,3,3.0,3.0,3.0,29,Travel_Rarely,Sales,10,2,Life Sciences,1,806,Female,1,Sales Executive,Divorced,128080,1.0,Y,13,8,0,10.0,6,10,0,4
9.019934181168889,5,3,3,3.0,4.0,3.0,25,Travel_Frequently,Research & Development,1,1,Life Sciences,1,654,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0
5.863692547969444,6,3,3,3.0,3.0,4.0,40,Travel_Rarely,Research & Development,1,1,Life Sciences,1,2027,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9
8.768038821954445,17,3,3,2.0,4.0,3.0,55,Travel_Rarely,Research & Development,1,4,Other,1,1496,Female,1,Research Scientist,Married,67990,3.0,Y,11,8,0,12.0,2,10,0,8
6.871410084783333,7,3,3,3.0,1.0,3.0,43,Travel_Frequently,Research & Development,5,3,Medical,1,2025,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1
7.443621151271667,12,1,3,2.0,3.0,3.0,33,Travel_Rarely,Research & Development,28,4,Life Sciences,1,606,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4
10.139349620705,8,3,3,3.0,4.0,3.0,35,Travel_Rarely,Research & Development,16,3,Medical,1,4133,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7
6.4150401606425,10,2,3,2.0,1.0,1.0,31,Travel_Rarely,Research & Development,9,1,Medical,1,225,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2
5.705474118696944,20,4,3,4.0,2.0,1.0,35,Travel_Rarely,Research & Development,23,4,Life Sciences,1,824,Male,2,Research Scientist,Single,63340,1.0,Y,14,8,0,11.0,2,11,3,3
7.503563141454444,8,3,4,3.0,4.0,4.0,37,Non-Travel,Sales,24,2,Life Sciences,1,4257,Male,1,Research Scientist,Divorced,68150,5.0,Y,20,8,1,17.0,3,1,0,0
